material,temperature_c,pressure_bar,ph,sulfur_ppm,flow_velocity_ms,service_years,corrosion_rate_mmpy
Carbon Steel,244.6,40.3,6.55,645,3.07,8,1.14
Inconel,145.9,36.9,6.79,539,4.36,10,0.56
Carbon Steel,244.2,28.2,6.75,538,4.05,9,1.11
Inconel,213.4,33.1,6.36,103,2.17,1,0.41
SS304,192.4,50.5,4.62,262,1.63,1,0.79
SS316,229.6,53.6,6.75,492,3.07,3,0.67
SS316,147.4,30.4,5.83,484,3.82,7,0.72
SS304,146.3,31.1,4.81,349,2.14,9,0.8
Alloy Steel,224.2,55.0,4.72,413,2.54,1,1.11
Carbon Steel,197.9,42.3,4.87,312,2.14,12,1.15
SS316,185.4,26.5,6.67,448,3.94,3,0.63
Alloy Steel,161.0,35.5,5.75,185,3.44,6,0.82
Inconel,219.3,33.1,4.58,463,2.97,3,0.89
SS316,273.5,37.5,6.25,185,3.94,6,0.76
Inconel,255.2,44.5,4.95,607,2.98,1,0.94
Alloy Steel,223.5,50.8,4.76,205,2.26,1,1.0
Inconel,144.3,25.6,5.23,664,4.11,10,0.84
Alloy Steel,163.8,45.6,5.38,410,1.59,3,0.87
Inconel,160.4,51.1,5.87,237,1.97,11,0.5
Carbon Steel,195.2,48.8,5.42,508,3.36,2,1.14
SS316,279.9,47.5,5.8,353,3.35,2,0.85
SS316,245.4,30.1,6.36,430,4.45,7,0.82
Alloy Steel,263.9,33.1,4.83,278,3.23,14,1.22
Inconel,208.8,46.5,5.02,569,2.03,8,0.84
SS304,167.4,29.5,4.35,623,2.37,13,1.06
SS316,259.2,26.7,4.59,446,3.72,1,1.05
Inconel,241.2,36.2,5.72,401,2.09,11,0.74
Inconel,209.1,52.5,6.68,656,2.29,6,0.62
Carbon Steel,197.2,45.8,6.4,313,2.2,10,0.91
SS304,246.8,47.1,6.32,119,1.64,2,0.58
SS316,210.8,36.3,6.01,640,2.46,6,0.81
Carbon Steel,260.3,52.5,5.5,427,4.0,2,1.23
SS304,200.1,54.9,4.71,155,1.73,9,0.8
SS316,213.4,50.3,4.49,576,2.05,6,1.0
Carbon Steel,174.8,36.2,6.14,393,1.96,8,0.92
SS304,199.8,52.0,5.55,403,1.69,8,0.78
SS316,232.6,38.2,5.12,552,2.47,13,0.99
SS304,173.7,47.8,5.67,613,4.18,3,0.88
Inconel,152.8,54.1,6.74,178,1.81,8,0.3
Alloy Steel,198.3,34.4,5.21,361,1.72,11,1.0
Alloy Steel,190.9,33.7,5.76,197,3.15,1,0.83
Inconel,273.8,42.5,4.31,681,3.62,14,1.22
SS304,160.6,29.3,4.64,127,4.21,2,0.8
Inconel,221.9,27.0,5.89,393,3.11,12,0.73
Alloy Steel,201.5,53.5,6.08,142,3.55,13,0.87
Alloy Steel,256.5,47.7,5.55,488,2.72,6,1.12
SS304,148.7,40.7,6.33,223,3.08,12,0.58
Alloy Steel,235.9,53.5,5.31,146,1.86,10,0.96
Inconel,154.9,41.5,5.74,117,3.22,6,0.48
SS304,241.1,28.9,5.74,503,1.61,2,0.82
Inconel,243.7,25.7,6.55,142,2.63,14,0.55
SS304,235.0,49.2,5.92,296,2.63,3,0.75
Alloy Steel,180.7,38.6,6.01,599,2.76,7,0.97
SS316,236.3,26.0,6.35,270,2.84,6,0.66
SS304,263.2,54.4,5.22,631,3.03,10,1.11
SS304,181.6,31.4,5.93,502,4.2,11,0.86
SS316,218.5,53.1,6.31,193,2.67,1,0.56
Alloy Steel,175.6,40.1,6.31,546,3.27,3,0.89
Inconel,178.3,33.5,5.9,623,4.41,10,0.79
Carbon Steel,225.6,40.7,4.22,598,3.61,11,1.48
SS316,221.8,43.2,5.81,608,2.01,13,0.87
Carbon Steel,162.0,38.5,5.13,509,4.4,13,1.24
Alloy Steel,262.8,27.4,6.33,442,1.6,11,0.97
SS304,145.5,40.5,4.33,142,4.16,5,0.84
SS304,274.1,49.7,5.92,197,3.7,1,0.81
Alloy Steel,199.5,52.7,4.63,260,1.69,3,0.99
Inconel,187.9,29.9,4.94,545,2.93,8,0.84
Inconel,203.5,32.4,4.87,625,3.05,7,0.91
Alloy Steel,276.2,38.3,6.66,180,3.8,7,0.91
Alloy Steel,261.8,53.2,4.4,309,4.37,7,1.3
Alloy Steel,262.9,46.4,5.56,263,4.06,3,1.07
Alloy Steel,168.3,51.7,6.57,464,3.8,7,0.85
Alloy Steel,202.8,31.7,5.01,520,2.17,12,1.13
Alloy Steel,244.1,39.2,4.97,581,3.59,8,1.27
SS304,213.8,26.2,6.35,396,2.54,11,0.74
Carbon Steel,231.9,48.7,5.12,672,4.05,14,1.43
Inconel,253.5,34.9,4.65,225,3.36,13,0.92
Carbon Steel,149.9,39.1,5.63,155,2.63,12,0.91
SS304,231.2,53.7,5.07,227,3.19,11,0.91
SS316,235.0,51.7,5.37,636,4.1,10,1.05
Carbon Steel,193.4,53.0,6.06,656,3.89,1,1.12
SS316,276.9,40.4,5.84,502,2.59,4,0.89
SS304,239.1,47.0,4.94,278,2.91,4,0.91
Inconel,186.6,28.3,5.77,580,3.33,10,0.76
SS316,216.5,50.0,4.99,599,3.85,1,0.98
SS304,256.6,28.2,4.57,686,3.26,10,1.23
Alloy Steel,193.2,30.5,6.18,224,3.59,13,0.88
Inconel,219.9,52.4,5.57,182,3.22,14,0.7
Alloy Steel,168.5,25.9,5.53,150,2.91,9,0.84
Inconel,278.6,41.7,4.29,453,2.81,12,1.08
Inconel,144.6,49.4,5.66,427,4.37,14,0.71
Carbon Steel,175.6,25.0,4.37,126,3.97,3,1.13
Inconel,219.8,32.1,4.57,324,3.72,12,0.92
Carbon Steel,201.2,27.0,6.66,471,3.69,4,0.97
SS316,249.2,48.8,4.87,417,4.38,3,1.02
Inconel,273.9,37.7,4.95,419,3.9,8,0.98
SS316,244.6,31.9,5.07,121,3.99,8,0.87
Inconel,159.2,33.6,4.86,469,2.87,3,0.73
Carbon Steel,144.9,27.7,5.12,103,2.98,2,0.9
Alloy Steel,266.3,44.5,5.24,150,2.37,3,1.0
Inconel,156.8,47.5,4.78,696,2.0,6,0.82
SS304,220.3,29.4,5.04,346,3.92,5,0.94
Alloy Steel,171.2,43.5,4.83,692,4.36,6,1.23
Carbon Steel,147.1,33.8,4.33,598,4.22,6,1.32
SS304,223.5,44.1,6.41,501,3.7,1,0.77
SS316,144.2,26.1,6.68,442,2.42,3,0.48
Carbon Steel,225.6,48.6,5.07,598,3.35,14,1.36
Alloy Steel,181.2,41.5,5.85,453,4.25,9,1.01
SS316,161.4,30.2,5.68,313,3.82,7,0.7
SS316,199.8,32.2,4.21,212,1.51,13,0.88
Carbon Steel,253.3,43.8,6.02,323,2.94,3,1.06
Alloy Steel,229.9,38.8,4.99,233,2.14,8,1.03
Carbon Steel,167.5,33.0,5.06,384,1.71,1,1.01
SS304,189.3,38.7,4.59,342,1.81,10,0.89
SS304,143.6,51.6,6.5,225,1.99,13,0.5
Inconel,193.4,27.9,5.56,408,2.9,4,0.67
SS316,203.0,28.7,5.18,181,1.55,7,0.69
Inconel,237.2,36.5,4.54,617,3.34,12,1.07
Alloy Steel,176.8,32.2,4.71,604,2.01,5,1.11
SS304,159.1,42.0,6.28,415,1.77,8,0.6
Inconel,225.6,46.9,6.18,562,3.49,7,0.75
SS304,156.5,46.8,5.65,415,2.26,14,0.75
SS304,183.8,31.8,5.52,463,1.53,5,0.75
SS304,208.8,51.6,4.81,370,1.79,7,0.89
Carbon Steel,211.0,47.0,4.72,230,3.39,11,1.21
Inconel,245.2,47.8,5.21,550,2.66,7,0.89
SS316,252.5,44.1,4.37,305,4.47,8,1.09
Inconel,259.9,40.7,5.14,248,2.73,11,0.82
SS316,165.5,53.8,6.06,549,2.81,9,0.72
Inconel,194.8,48.8,5.04,401,3.37,11,0.82
Inconel,209.4,54.6,4.98,469,2.22,2,0.77
SS304,263.6,41.8,5.78,625,3.95,1,1.0
SS316,158.0,36.0,5.44,359,3.68,12,0.77
SS316,256.1,26.8,4.64,577,1.5,1,0.99
SS316,195.3,46.5,6.64,490,2.74,1,0.6
Inconel,241.5,40.0,5.78,638,2.7,10,0.85
SS316,142.0,43.7,4.5,562,4.1,7,0.96
Inconel,217.0,33.1,6.24,261,3.7,4,0.58
Carbon Steel,188.8,46.5,4.77,258,3.75,5,1.15
SS304,176.9,31.0,4.24,539,3.58,5,1.05
Alloy Steel,170.0,45.6,5.75,319,2.81,3,0.84
Carbon Steel,228.8,28.4,6.23,532,3.47,3,1.1
SS316,177.5,36.8,4.93,236,3.92,1,0.77
SS304,146.0,47.3,5.46,290,1.92,3,0.62
SS304,275.3,46.8,6.78,490,2.15,12,0.81
SS304,191.6,49.7,4.5,601,3.42,1,1.03
SS304,190.3,39.4,6.71,245,3.66,6,0.59
SS316,147.4,42.9,4.58,554,2.15,12,0.9
SS304,206.6,48.4,4.81,552,4.1,5,1.05
Alloy Steel,209.3,29.5,5.46,184,2.81,8,0.93
Alloy Steel,162.6,54.4,6.03,552,1.7,3,0.84
SS304,248.5,45.2,4.96,393,1.83,10,0.97
Inconel,226.0,40.8,5.19,332,3.17,12,0.82
SS316,268.8,40.9,5.23,421,3.38,4,0.96
Alloy Steel,159.2,27.0,6.47,538,2.45,6,0.81
Alloy Steel,160.7,25.8,6.77,267,4.27,10,0.76
Alloy Steel,179.0,50.9,6.76,252,3.92,3,0.73
Carbon Steel,244.6,53.7,5.47,504,3.97,12,1.31
Carbon Steel,160.6,31.9,4.48,183,3.04,6,1.09
Alloy Steel,198.7,27.2,4.22,417,2.75,10,1.21
Inconel,184.6,40.8,6.66,334,1.69,14,0.47
SS316,229.9,40.1,5.13,183,1.9,11,0.79
SS316,225.3,37.7,4.25,691,2.6,13,1.17
Alloy Steel,154.4,34.4,6.5,413,1.91,12,0.76
Alloy Steel,190.4,51.7,6.0,187,3.27,1,0.79
SS316,262.3,40.0,5.06,697,2.57,6,1.07
Inconel,253.3,27.7,5.2,151,1.92,12,0.73
Carbon Steel,147.6,33.0,5.54,387,3.31,11,1.04
Carbon Steel,212.7,49.6,6.49,609,3.94,9,1.12
Alloy Steel,225.3,45.5,5.51,516,2.02,9,1.07
SS316,154.3,52.1,5.84,257,2.34,5,0.56
Carbon Steel,271.8,47.2,5.61,659,2.94,12,1.36
Inconel,238.0,26.4,5.07,517,3.88,1,0.89
Alloy Steel,242.4,53.7,6.56,573,3.64,12,1.06
SS304,205.5,52.2,6.62,637,1.92,1,0.69
Alloy Steel,273.3,33.9,4.84,461,1.89,6,1.2
SS304,279.1,38.7,6.06,575,2.98,1,0.93
Alloy Steel,187.0,36.1,5.96,417,2.65,13,0.94
SS316,269.0,32.6,5.12,192,3.57,3,0.88
SS316,213.9,46.1,6.43,665,3.13,4,0.78
SS316,224.3,44.8,6.54,570,3.84,3,0.77
SS316,265.6,26.6,5.78,174,1.74,2,0.68
Inconel,143.9,26.7,4.37,538,3.0,3,0.82
Inconel,258.0,50.6,6.11,469,4.1,7,0.81
SS304,218.3,35.9,5.87,262,3.88,13,0.83
Inconel,209.7,42.8,6.39,117,2.59,5,0.45
Alloy Steel,257.4,48.3,5.05,494,1.87,2,1.13
SS316,249.9,32.4,6.12,373,4.46,11,0.87
Carbon Steel,202.2,26.4,5.14,553,2.61,1,1.17
Carbon Steel,225.2,49.9,4.82,232,3.33,2,1.16
Carbon Steel,144.6,43.2,6.67,693,2.95,9,0.97
Alloy Steel,230.3,41.7,5.85,624,3.74,6,1.13
Carbon Steel,224.9,34.9,5.53,178,2.86,2,1.01
Carbon Steel,164.4,39.7,6.34,267,3.07,14,0.91
SS304,154.7,53.7,6.42,147,3.66,14,0.58
Alloy Steel,279.3,34.1,4.82,440,4.01,1,1.27
Alloy Steel,220.2,54.7,4.39,340,1.63,10,1.14
Carbon Steel,208.7,38.4,6.73,694,3.45,5,1.07
Alloy Steel,210.9,40.9,5.54,441,1.56,13,1.01
SS304,253.5,44.4,6.48,328,3.27,11,0.79
SS304,152.0,43.8,4.93,404,3.82,5,0.86
SS316,189.2,51.6,6.68,670,3.6,1,0.7
SS304,238.4,48.2,4.93,272,4.22,6,0.98
SS316,148.8,43.0,4.52,577,3.43,8,0.95
Carbon Steel,249.9,28.4,5.19,564,2.75,8,1.31
SS316,161.4,42.5,5.77,216,2.09,7,0.57
SS316,242.8,50.9,5.59,273,2.55,3,0.76
Carbon Steel,248.3,51.4,4.88,157,1.91,12,1.16
SS316,166.1,50.2,6.13,658,2.0,8,0.71
SS304,229.8,30.3,4.61,347,1.73,10,0.96
Carbon Steel,207.1,44.7,5.33,507,2.85,4,1.16
Alloy Steel,252.3,43.9,6.25,518,2.08,11,1.02
SS316,189.6,26.4,6.77,258,1.88,12,0.51
SS304,243.4,33.8,5.69,349,1.85,1,0.77
Alloy Steel,196.6,36.1,5.83,106,3.79,13,0.9
Carbon Steel,253.9,35.5,5.75,202,2.43,6,1.05
Carbon Steel,273.2,30.7,6.58,255,1.81,13,1.0
Carbon Steel,180.0,30.6,6.73,530,4.0,9,1.0
SS304,221.2,35.2,5.58,500,2.55,3,0.86
Alloy Steel,142.5,32.1,4.94,167,3.39,4,0.88
Carbon Steel,171.2,39.6,6.42,218,4.41,8,0.91
SS304,267.3,25.8,5.37,466,2.46,10,1.0
Inconel,276.0,53.3,4.89,235,4.37,8,0.94
SS304,221.1,29.2,4.62,502,3.93,14,1.14
Inconel,162.7,26.9,4.9,464,1.87,1,0.67
Alloy Steel,203.0,44.5,6.32,260,3.04,12,0.86
Carbon Steel,234.7,37.9,4.5,528,2.15,1,1.29
Carbon Steel,273.4,36.0,5.18,545,2.87,13,1.38
SS316,206.0,37.9,4.81,132,2.79,13,0.82
Carbon Steel,216.4,36.7,5.69,698,4.08,8,1.29
Alloy Steel,175.4,39.1,5.12,313,4.03,1,0.99
SS304,171.9,39.1,6.3,653,2.21,8,0.74
Alloy Steel,217.2,46.0,5.26,428,4.33,10,1.16
Carbon Steel,180.9,29.6,6.26,137,1.74,13,0.83
SS304,229.6,37.2,5.95,337,2.93,10,0.81
Alloy Steel,179.1,46.9,5.7,242,2.29,5,0.82
Carbon Steel,161.8,48.4,6.18,573,4.26,11,1.09
Carbon Steel,162.8,35.0,6.58,565,2.47,9,0.94
Carbon Steel,189.6,45.8,6.65,475,1.95,2,0.86
SS316,269.3,36.8,5.85,636,3.26,12,1.01
SS316,193.3,52.1,4.25,384,4.29,6,1.01
SS316,267.4,53.7,4.51,171,4.3,13,1.06
SS304,225.4,52.6,4.48,226,2.61,12,0.97
Alloy Steel,212.4,52.5,4.5,142,4.06,9,1.13
SS304,232.2,36.0,6.23,199,1.65,1,0.6
SS304,259.5,47.6,5.54,443,1.89,8,0.91
Carbon Steel,148.2,45.3,6.19,526,3.71,3,0.97
Inconel,230.2,36.2,5.81,445,2.68,7,0.73
Inconel,240.3,49.2,6.78,180,4.4,13,0.6
Carbon Steel,214.4,27.0,5.16,630,3.77,7,1.31
Inconel,269.4,28.5,5.03,118,2.31,4,0.74
SS304,200.7,35.8,5.6,578,4.03,10,0.96
Alloy Steel,273.5,28.3,4.99,121,1.95,1,1.0
SS316,242.7,41.2,4.72,423,2.05,9,0.97
SS304,165.4,26.3,4.41,494,1.91,4,0.91
SS304,243.4,39.4,5.38,610,3.63,3,1.02
Alloy Steel,195.2,42.9,5.16,523,3.72,5,1.12
Inconel,227.1,47.8,6.09,515,3.96,8,0.77
Alloy Steel,211.4,25.1,5.64,659,2.5,10,1.11
SS304,187.9,52.9,5.7,207,3.49,14,0.77
Carbon Steel,210.7,41.1,4.26,252,2.43,7,1.22
Carbon Steel,264.5,34.9,4.36,385,2.31,3,1.33
SS304,178.2,54.3,5.95,659,4.0,6,0.88
Carbon Steel,258.0,46.3,5.52,475,3.6,9,1.28
Inconel,223.0,26.1,5.46,615,2.98,14,0.9
Alloy Steel,232.7,41.4,6.49,369,1.68,14,0.89
SS316,268.2,27.5,5.07,667,3.91,7,1.14
Alloy Steel,160.7,49.3,6.34,525,1.89,8,0.82
SS316,148.2,31.3,5.65,510,1.91,4,0.66
SS304,264.9,51.1,6.79,451,3.75,14,0.86
SS304,251.2,35.7,6.19,687,3.6,4,0.95
SS316,261.6,51.1,4.37,607,3.32,5,1.16
Carbon Steel,272.5,39.5,5.17,269,3.0,9,1.24
SS304,267.6,49.8,5.37,332,2.22,13,0.95
Inconel,194.5,49.1,6.75,332,4.04,4,0.51
Inconel,216.6,41.0,4.29,670,2.33,9,1.02
Inconel,208.9,31.0,6.05,421,4.19,2,0.68
Inconel,227.2,28.4,5.01,350,1.98,13,0.81
SS316,259.3,29.1,6.51,648,2.88,11,0.88
Carbon Steel,199.3,52.5,6.08,589,4.12,6,1.14
SS316,229.6,25.0,6.75,343,3.05,7,0.64
SS304,279.3,39.0,6.08,397,2.8,14,0.92
Inconel,210.6,36.0,6.15,624,4.15,8,0.79
Inconel,277.8,27.8,5.07,168,4.0,13,0.9
Inconel,147.4,36.2,6.08,296,3.39,3,0.48
SS304,142.5,38.4,6.56,283,2.09,5,0.47
Alloy Steel,200.5,46.4,4.23,289,3.84,6,1.18
SS316,245.3,47.2,4.3,505,3.42,7,1.12
Carbon Steel,277.7,42.1,4.73,275,3.58,1,1.29
SS304,200.6,45.7,5.68,357,3.95,9,0.85
Alloy Steel,192.8,44.8,5.06,626,1.82,1,1.06
Alloy Steel,278.4,43.0,5.54,206,3.2,12,1.1
Carbon Steel,267.9,36.0,5.94,235,2.22,8,1.06
SS304,205.7,44.0,5.32,183,4.41,10,0.86
Alloy Steel,264.7,43.7,6.77,591,1.63,3,0.92
Inconel,254.7,35.9,4.71,319,2.14,2,0.82
Carbon Steel,233.6,49.0,4.79,200,1.56,6,1.11
Inconel,147.3,28.0,6.02,320,3.51,9,0.54
Carbon Steel,153.1,37.0,4.74,508,2.59,9,1.17
SS316,249.9,31.8,4.7,454,3.72,7,1.06
SS316,236.6,32.9,4.37,108,4.14,2,0.92
SS304,184.1,42.8,5.13,112,1.79,1,0.64
Alloy Steel,254.2,47.4,5.07,138,2.1,11,1.04
Inconel,164.1,27.0,5.95,378,3.99,2,0.58
Alloy Steel,260.7,39.4,5.32,531,3.18,13,1.24
SS316,182.2,27.4,6.64,429,3.86,8,0.65
Inconel,212.0,27.7,5.87,193,2.74,5,0.57
SS304,248.2,31.6,4.36,427,3.57,11,1.15
Alloy Steel,146.0,46.6,6.68,258,1.76,11,0.64
Carbon Steel,168.9,27.7,5.25,592,3.23,11,1.2
Carbon Steel,158.4,52.7,5.37,323,2.88,5,1.0
Inconel,266.5,27.5,5.94,108,3.39,9,0.67
Carbon Steel,229.1,30.6,4.64,622,2.76,9,1.38
Carbon Steel,214.8,51.6,5.54,543,2.4,2,1.13
SS316,260.3,39.0,4.75,660,3.89,4,1.14
SS304,231.0,47.8,5.04,578,2.52,14,1.06
Carbon Steel,249.2,32.2,4.87,284,3.29,12,1.28
Carbon Steel,151.9,34.4,5.91,321,3.15,6,0.92
Alloy Steel,200.5,36.7,6.7,560,2.12,3,0.83
Inconel,155.5,47.5,6.03,586,2.53,9,0.63
SS316,210.7,50.6,6.15,567,4.37,3,0.82
Inconel,201.1,32.7,4.35,302,2.88,3,0.81
Alloy Steel,227.9,29.3,5.51,193,1.88,13,0.95
Alloy Steel,233.9,39.9,6.57,465,1.62,5,0.86
Alloy Steel,271.8,34.6,5.07,603,3.44,4,1.28
Carbon Steel,229.0,29.1,5.43,283,4.29,10,1.19
Inconel,242.7,40.5,4.23,410,1.8,3,0.9
Inconel,214.8,36.4,6.18,414,1.54,5,0.57
Inconel,209.9,34.4,6.6,421,3.59,12,0.64
SS304,145.6,32.8,5.0,512,3.21,8,0.88
SS316,251.7,42.1,6.76,453,1.67,4,0.64
Carbon Steel,230.9,34.2,5.17,149,4.07,2,1.12
SS316,275.4,53.5,6.76,619,4.23,14,0.94
Carbon Steel,144.0,30.1,4.75,558,3.62,13,1.25
Inconel,223.6,45.6,4.77,336,3.3,10,0.87
SS304,153.2,46.8,5.08,576,1.99,4,0.82
SS304,247.2,47.2,4.23,321,3.32,12,1.12
Inconel,258.0,33.1,6.19,210,3.52,9,0.67
SS316,185.3,52.0,5.51,290,4.19,2,0.74
Alloy Steel,162.0,41.8,5.93,137,4.11,12,0.84
Inconel,273.0,46.1,6.67,297,3.58,4,0.63
Carbon Steel,252.8,43.5,4.55,324,3.93,2,1.32
SS316,275.8,33.6,4.55,555,4.29,13,1.23
Alloy Steel,201.1,38.0,6.55,445,3.2,11,0.9
SS304,225.1,42.3,5.23,694,4.15,5,1.08
Carbon Steel,251.2,25.8,6.31,279,1.88,8,0.98
SS304,203.5,51.5,4.58,405,3.44,6,0.99
Carbon Steel,213.6,27.0,5.24,499,4.4,7,1.27
Alloy Steel,192.2,47.0,5.25,476,3.81,4,1.08
Carbon Steel,215.5,27.6,5.27,427,2.89,14,1.22
Alloy Steel,208.4,49.2,5.31,699,2.81,8,1.17
Inconel,172.6,35.3,4.38,299,2.88,4,0.76
Inconel,258.3,49.4,5.91,589,3.23,3,0.82
Carbon Steel,234.2,26.3,4.77,373,2.49,4,1.22
SS316,167.3,50.3,6.33,691,2.35,2,0.67
SS304,249.2,53.9,5.5,469,2.5,1,0.89
Carbon Steel,271.4,45.0,4.32,181,2.07,3,1.25
Carbon Steel,259.3,40.2,5.47,317,4.48,4,1.22
SS304,177.2,53.7,4.84,643,3.68,3,1.0
Carbon Steel,156.4,36.2,4.56,628,3.75,13,1.34
SS304,231.3,40.2,4.59,297,1.91,13,0.97
Alloy Steel,144.3,33.3,5.51,452,3.39,13,0.98
SS316,184.1,34.6,6.02,168,3.99,6,0.62
Inconel,207.2,33.0,5.19,312,1.68,5,0.66
Inconel,162.1,32.1,5.15,576,3.71,12,0.84
SS316,152.5,31.5,6.23,267,1.93,10,0.51
SS304,216.6,28.1,5.87,295,3.4,1,0.74
SS316,141.3,36.9,5.73,441,3.75,5,0.69
SS304,196.5,48.2,5.78,396,4.24,10,0.86
SS316,216.0,34.2,6.0,126,2.95,9,0.64
Carbon Steel,274.3,47.0,4.49,227,4.43,10,1.4
Carbon Steel,268.1,34.1,6.13,528,2.38,13,1.2
SS316,244.6,47.4,5.55,494,3.03,10,0.93
Alloy Steel,252.5,39.6,5.19,598,2.97,13,1.27
SS316,191.5,31.7,6.32,607,2.12,13,0.75
Inconel,273.9,48.3,6.25,474,4.02,13,0.85
Carbon Steel,196.6,29.6,5.61,605,3.07,2,1.14
SS316,214.0,28.7,5.6,466,4.49,3,0.87
Inconel,248.8,50.8,6.51,282,3.48,14,0.67
Carbon Steel,170.3,40.2,6.71,668,3.55,13,1.05
Alloy Steel,243.5,36.3,6.55,270,4.4,3,0.9
Alloy Steel,155.2,46.7,4.57,380,2.57,8,1.04
Inconel,144.0,25.0,4.87,611,3.8,13,0.88
SS316,140.3,41.6,4.82,547,2.84,14,0.89
Carbon Steel,185.9,46.1,4.32,331,2.53,9,1.22
Alloy Steel,264.8,27.1,6.37,154,1.67,5,0.81
Inconel,253.6,27.3,6.05,421,1.55,10,0.69
SS304,187.2,47.8,5.35,567,3.75,3,0.91
SS316,141.4,33.6,4.28,156,2.16,14,0.78
SS304,140.4,52.4,5.82,366,3.68,4,0.68
SS316,264.5,38.6,4.92,649,2.66,2,1.05
Carbon Steel,245.7,52.8,6.13,285,3.19,3,1.02
Inconel,202.9,45.5,5.41,172,1.68,2,0.54
Carbon Steel,181.3,29.0,6.21,230,2.17,13,0.89
SS304,222.1,44.8,4.25,245,2.79,6,0.98
Inconel,177.4,53.5,4.68,524,1.63,1,0.75
Carbon Steel,258.1,42.8,6.24,549,3.22,14,1.22
Carbon Steel,151.4,49.9,5.37,619,1.77,2,1.04
Carbon Steel,206.2,30.8,4.46,546,4.16,11,1.41
SS304,160.2,53.0,6.77,360,3.28,11,0.59
Carbon Steel,152.8,41.3,4.43,382,1.88,2,1.09
Alloy Steel,264.6,51.2,6.74,407,3.99,14,1.03
SS316,151.3,30.7,6.47,477,3.69,6,0.62
Alloy Steel,147.9,49.5,5.81,675,2.26,4,0.93
SS304,263.5,37.7,5.3,196,2.27,9,0.87
SS304,154.9,53.6,4.92,366,4.2,14,0.92
Carbon Steel,232.6,38.8,5.16,258,1.7,9,1.11
Inconel,264.6,41.1,4.92,628,3.12,1,0.98
Alloy Steel,176.2,46.8,4.24,190,2.24,11,1.05
SS304,273.5,51.5,5.67,488,4.11,3,1.0
SS316,218.4,52.0,4.28,262,3.69,7,0.98
SS304,159.5,38.5,5.2,569,1.98,3,0.81
Alloy Steel,175.3,53.4,5.6,120,2.71,2,0.78
SS316,161.0,47.4,4.68,241,3.88,1,0.78
SS316,165.0,41.6,5.25,214,3.82,3,0.7
Carbon Steel,264.4,52.3,4.47,694,2.39,2,1.44
Inconel,170.8,42.9,6.55,311,2.13,8,0.43
SS316,240.3,35.5,6.11,664,1.78,10,0.85
Carbon Steel,149.0,51.2,5.54,452,2.61,12,1.05
Inconel,200.4,47.8,6.34,503,2.97,2,0.6
Carbon Steel,269.1,39.4,4.24,363,3.96,4,1.42
SS304,254.2,32.4,5.32,492,1.98,11,0.98
SS304,230.2,45.8,5.48,312,3.94,8,0.9
Inconel,152.1,34.2,6.54,444,3.73,6,0.52
Carbon Steel,175.1,35.6,6.12,396,1.59,9,0.91
Alloy Steel,217.8,25.1,5.55,337,2.39,1,0.93
Carbon Steel,246.5,46.6,6.55,120,2.84,14,0.95
Alloy Steel,156.0,38.7,4.2,403,4.27,9,1.19
SS316,148.0,46.5,5.71,400,4.41,8,0.74
SS316,166.3,42.5,5.46,411,1.9,7,0.7
SS316,254.0,36.7,6.41,481,1.92,5,0.73
Carbon Steel,166.8,37.4,4.64,113,2.14,5,1.0
Inconel,194.2,54.7,6.18,148,3.48,3,0.49
Alloy Steel,190.1,51.4,5.87,527,2.33,2,0.92
Carbon Steel,179.3,40.7,5.11,292,2.24,4,1.03
SS316,231.3,50.8,4.56,357,1.79,1,0.88
SS304,151.9,25.7,6.6,586,3.58,6,0.68
SS316,171.8,32.8,5.21,581,2.66,10,0.87
Inconel,248.7,27.5,6.43,194,4.09,4,0.6
SS316,235.5,29.1,4.57,553,3.66,10,1.11
Inconel,230.2,33.4,6.76,138,3.32,13,0.52
SS304,198.7,28.6,4.47,637,3.26,12,1.13
Alloy Steel,167.2,54.6,4.24,404,3.05,9,1.15
SS316,140.3,52.9,5.64,656,2.5,8,0.76
Inconel,206.2,26.5,6.13,317,2.17,8,0.57
Alloy Steel,239.1,34.9,4.67,406,3.02,5,1.19
SS304,277.4,53.4,6.73,671,1.52,5,0.82
Inconel,140.6,54.1,6.65,390,4.49,7,0.5
SS304,242.9,32.6,4.79,136,1.78,7,0.85
SS304,210.7,25.9,6.72,493,3.05,12,0.75
Carbon Steel,197.5,28.5,4.63,367,2.52,11,1.22
Alloy Steel,267.3,39.6,5.22,673,2.81,12,1.31
Carbon Steel,259.4,40.2,6.19,229,3.99,10,1.1
SS304,268.7,40.9,6.03,607,2.21,1,0.89
Inconel,145.1,49.0,4.56,233,3.23,4,0.68
SS316,182.6,45.0,6.68,297,2.72,2,0.5
Carbon Steel,162.6,42.9,5.09,375,2.36,2,1.03
SS316,199.6,31.9,4.66,697,3.76,11,1.11
Carbon Steel,215.5,36.4,5.14,378,2.33,13,1.19
Alloy Steel,217.9,50.3,4.6,119,2.24,1,0.98
SS316,257.5,46.6,6.53,190,2.66,14,0.68
Carbon Steel,181.5,32.2,5.86,326,3.38,11,1.03
SS304,212.3,40.7,5.76,260,2.65,2,0.71
Inconel,271.9,44.3,5.07,106,4.44,4,0.83
SS304,180.5,51.7,4.65,653,3.07,14,1.08
Alloy Steel,237.9,40.8,5.95,601,2.05,11,1.07
Alloy Steel,167.7,28.9,4.81,485,2.87,1,1.04
